,label
0,enhanced
1,enhanced
2,sunny
3,sunny
4,sunny
5,sunny
6,sunny
7,sunny
8,sunny
9,cloudy
10,cloudy
11,cloudy
12,cloudy
13,cloudy
14,cloudy
15,cloudy
16,cloudy
17,cloudy
18,cloudy
19,cloudy
20,cloudy
21,cloudy
22,cloudy
23,cloudy
24,cloudy
25,cloudy
26,cloudy
27,cloudy
28,cloudy
29,cloudy
30,cloudy
31,cloudy
32,cloudy
33,cloudy
34,cloudy
35,cloudy
36,cloudy
37,cloudy
38,cloudy
39,cloudy
40,cloudy
41,cloudy
42,cloudy
43,cloudy
44,cloudy
45,cloudy
46,cloudy
47,cloudy
48,cloudy
49,cloudy
50,cloudy
51,cloudy
52,cloudy
53,cloudy
54,cloudy
55,cloudy
56,cloudy
57,cloudy
58,cloudy
59,cloudy
60,cloudy
61,cloudy
62,cloudy
63,cloudy
64,cloudy
65,cloudy
66,cloudy
67,cloudy
68,cloudy
69,cloudy
70,cloudy
71,cloudy
72,cloudy
73,cloudy
74,cloudy
75,cloudy
76,cloudy
77,cloudy
78,cloudy
79,cloudy
80,cloudy
81,cloudy
82,cloudy
83,cloudy
84,cloudy
85,cloudy
86,cloudy
87,cloudy
88,cloudy
89,cloudy
90,cloudy
91,cloudy
92,cloudy
93,cloudy
94,cloudy
95,cloudy
96,cloudy
97,cloudy
98,cloudy
99,cloudy
100,cloudy
101,cloudy
102,cloudy
103,cloudy
104,cloudy
105,cloudy
106,cloudy
107,cloudy
108,cloudy
109,cloudy
110,cloudy
111,cloudy
112,cloudy
113,cloudy
114,cloudy
115,cloudy
116,cloudy
117,cloudy
118,cloudy
119,cloudy
120,cloudy
121,cloudy
122,cloudy
123,cloudy
124,cloudy
125,cloudy
126,cloudy
127,cloudy
128,cloudy
129,cloudy
130,cloudy
131,cloudy
132,cloudy
133,cloudy
134,cloudy
135,cloudy
136,cloudy
137,cloudy
138,cloudy
139,cloudy
140,cloudy
141,cloudy
142,cloudy
143,cloudy
144,cloudy
145,cloudy
146,cloudy
147,cloudy
148,cloudy
149,cloudy
150,cloudy
151,cloudy
152,cloudy
153,cloudy
154,cloudy
155,cloudy
156,cloudy
157,cloudy
158,cloudy
159,cloudy
160,cloudy
161,cloudy
162,cloudy
163,cloudy
164,cloudy
165,cloudy
166,cloudy
167,cloudy
168,cloudy
169,cloudy
170,cloudy
171,cloudy
172,cloudy
173,cloudy
174,cloudy
175,cloudy
176,cloudy
177,cloudy
178,cloudy
179,cloudy
180,cloudy
181,cloudy
182,cloudy
183,cloudy
184,cloudy
185,cloudy
186,cloudy
187,cloudy
188,cloudy
189,cloudy
190,cloudy
191,cloudy
192,cloudy
193,cloudy
194,cloudy
195,cloudy
196,cloudy
197,cloudy
198,cloudy
199,cloudy
200,cloudy
201,cloudy
202,cloudy
203,cloudy
204,cloudy
205,cloudy
206,cloudy
207,cloudy
208,cloudy
209,cloudy
210,cloudy
211,cloudy
212,cloudy
213,cloudy
214,cloudy
215,cloudy
216,cloudy
217,cloudy
218,cloudy
219,cloudy
220,cloudy
221,cloudy
222,cloudy
223,cloudy
224,cloudy
225,cloudy
226,cloudy
227,cloudy
228,cloudy
229,cloudy
230,cloudy
231,cloudy
232,cloudy
233,cloudy
234,cloudy
235,cloudy
236,cloudy
237,cloudy
238,cloudy
239,cloudy
240,cloudy
241,cloudy
242,cloudy
243,cloudy
244,cloudy
245,cloudy
246,cloudy
247,cloudy
248,cloudy
249,cloudy
250,cloudy
251,cloudy
252,cloudy
253,cloudy
254,cloudy
255,cloudy
256,cloudy
257,cloudy
258,cloudy
259,cloudy
260,cloudy
261,cloudy
262,cloudy
263,cloudy
264,cloudy
265,cloudy
266,cloudy
267,cloudy
268,cloudy
269,cloudy
270,cloudy
271,cloudy
272,cloudy
273,cloudy
274,cloudy
275,cloudy
276,cloudy
277,cloudy
278,cloudy
279,cloudy
280,cloudy
281,cloudy
282,cloudy
283,cloudy
284,cloudy
285,cloudy
286,cloudy
287,cloudy
288,cloudy
289,cloudy
290,cloudy
291,cloudy
292,cloudy
293,cloudy
294,cloudy
295,cloudy
296,cloudy
297,cloudy
298,cloudy
299,cloudy
300,cloudy
301,cloudy
302,cloudy
303,cloudy
304,cloudy
305,cloudy
306,cloudy
307,cloudy
308,cloudy
309,cloudy
310,cloudy
311,cloudy
312,cloudy
313,cloudy
314,cloudy
315,cloudy
316,cloudy
317,cloudy
318,cloudy
319,cloudy
320,cloudy
321,cloudy
322,cloudy
323,cloudy
324,cloudy
325,cloudy
326,cloudy
327,cloudy
328,cloudy
329,cloudy
330,cloudy
331,cloudy
332,cloudy
333,cloudy
334,cloudy
335,cloudy
336,cloudy
337,cloudy
338,cloudy
339,cloudy
340,cloudy
341,cloudy
342,cloudy
343,cloudy
344,cloudy
345,cloudy
346,cloudy
347,cloudy
348,cloudy
349,cloudy
350,cloudy
351,cloudy
352,cloudy
353,cloudy
354,cloudy
355,cloudy
356,cloudy
357,cloudy
358,cloudy
359,cloudy
360,cloudy
361,cloudy
362,cloudy
363,cloudy
364,cloudy
365,cloudy
366,cloudy
367,cloudy
368,cloudy
369,cloudy
370,cloudy
371,cloudy
372,cloudy
373,cloudy
374,cloudy
375,cloudy
376,cloudy
377,cloudy
378,cloudy
379,cloudy
380,cloudy
381,cloudy
382,cloudy
383,cloudy
384,cloudy
385,cloudy
386,cloudy
387,cloudy
388,cloudy
389,cloudy
390,cloudy
391,cloudy
392,cloudy
393,cloudy
394,cloudy
395,cloudy
396,cloudy
397,cloudy
398,cloudy
399,cloudy
400,cloudy
401,cloudy
402,cloudy
403,cloudy
404,cloudy
405,cloudy
406,cloudy
407,cloudy
408,cloudy
409,cloudy
410,cloudy
411,cloudy
412,cloudy
413,cloudy
414,cloudy
415,cloudy
416,cloudy
417,cloudy
418,cloudy
419,cloudy
420,cloudy
421,cloudy
422,cloudy
423,cloudy
424,cloudy
425,cloudy
426,cloudy
427,cloudy
428,cloudy
429,cloudy
430,cloudy
431,overcast
432,overcast
433,overcast
434,overcast
435,cloudy
436,cloudy
437,cloudy
438,cloudy
439,cloudy
440,cloudy
441,cloudy
442,cloudy
443,cloudy
444,cloudy
445,cloudy
446,cloudy
447,cloudy
448,cloudy
449,cloudy
450,cloudy
451,cloudy
452,cloudy
453,cloudy
454,cloudy
455,cloudy
456,cloudy
457,cloudy
458,cloudy
459,cloudy
460,cloudy
461,cloudy
462,cloudy
463,cloudy
464,cloudy
465,cloudy
466,cloudy
467,cloudy
468,cloudy
469,cloudy
470,cloudy
471,cloudy
472,cloudy
473,cloudy
474,cloudy
475,cloudy
476,cloudy
477,cloudy
478,overcast
479,overcast
480,overcast
481,overcast
482,overcast
483,overcast
484,overcast
485,overcast
486,overcast
487,overcast
488,cloudy
489,cloudy
490,cloudy
491,cloudy
492,cloudy
493,cloudy
494,cloudy
495,cloudy
496,cloudy
497,cloudy
498,cloudy
499,cloudy
500,cloudy
501,cloudy
502,cloudy
503,cloudy
504,cloudy
505,cloudy
506,cloudy
507,cloudy
508,cloudy
509,cloudy
510,cloudy
511,cloudy
512,cloudy
513,cloudy
514,cloudy
515,cloudy
516,cloudy
517,cloudy
518,cloudy
519,cloudy
520,cloudy
521,cloudy
522,cloudy
523,cloudy
524,cloudy
525,cloudy
526,cloudy
527,cloudy
528,cloudy
529,cloudy
530,cloudy
531,cloudy
532,cloudy
533,cloudy
534,cloudy
535,cloudy
536,cloudy
537,cloudy
538,overcast
539,overcast
540,overcast
541,overcast
542,overcast
543,overcast
544,overcast
545,overcast
546,overcast
547,overcast
548,overcast
549,overcast
550,overcast
551,overcast
552,overcast
553,overcast
554,overcast
555,overcast
556,overcast
557,overcast
558,overcast
559,overcast
560,overcast
561,overcast
562,overcast
563,overcast
564,overcast
565,overcast
566,overcast
567,overcast
568,overcast
569,overcast
570,overcast
571,overcast
572,overcast
573,overcast
574,overcast
575,overcast
576,overcast
577,overcast
578,overcast
579,overcast
580,overcast
581,overcast
582,overcast
583,overcast
584,overcast
585,overcast
586,overcast
587,overcast
588,overcast
589,overcast
590,overcast
591,overcast
592,overcast
593,overcast
594,overcast
595,overcast
596,overcast
597,overcast
598,enhanced
599,enhanced
600,enhanced
601,enhanced
602,enhanced
603,enhanced
604,enhanced
605,enhanced
606,enhanced
607,enhanced
608,enhanced
609,enhanced
610,enhanced
611,enhanced
612,enhanced
613,enhanced
614,enhanced
615,enhanced
616,enhanced
617,enhanced
618,enhanced
619,enhanced
620,enhanced
621,enhanced
622,enhanced
623,enhanced
624,enhanced
625,enhanced
626,enhanced
627,enhanced
628,enhanced
629,enhanced
630,enhanced
631,enhanced
632,enhanced
633,enhanced
634,enhanced
635,enhanced
636,enhanced
637,enhanced
638,enhanced
639,enhanced
640,enhanced
641,enhanced
642,enhanced
643,enhanced
644,enhanced
645,enhanced
646,enhanced
647,enhanced
648,enhanced
649,enhanced
650,enhanced
651,enhanced
652,enhanced
653,enhanced
654,enhanced
655,enhanced
656,enhanced
657,enhanced
658,enhanced
659,enhanced
660,enhanced
661,enhanced
662,enhanced
663,enhanced
664,enhanced
665,enhanced
666,enhanced
667,enhanced
668,enhanced
669,enhanced
670,enhanced
671,enhanced
672,enhanced
673,enhanced
674,enhanced
675,enhanced
676,enhanced
677,enhanced
678,enhanced
679,enhanced
680,enhanced
681,enhanced
682,enhanced
683,enhanced
684,enhanced
685,enhanced
686,enhanced
687,enhanced
688,enhanced
689,enhanced
690,enhanced
691,enhanced
692,enhanced
693,enhanced
694,enhanced
695,enhanced
696,enhanced
697,enhanced
698,enhanced
699,enhanced
700,enhanced
701,enhanced
702,enhanced
703,enhanced
704,enhanced
705,sunny
706,enhanced
707,sunny
708,sunny
709,sunny
710,sunny
711,sunny
712,sunny
713,sunny
714,sunny
715,sunny
716,sunny
717,sunny
718,enhanced
719,enhanced
720,enhanced
721,sunny
722,sunny
723,sunny
724,sunny
725,sunny
726,sunny
727,sunny
728,sunny
729,sunny
730,sunny
731,sunny
732,sunny
733,sunny
734,sunny
735,sunny
736,sunny
737,sunny
738,sunny
739,sunny
740,sunny
741,sunny
742,sunny
743,sunny
744,sunny
745,sunny
746,sunny
747,sunny
748,sunny
749,sunny
750,sunny
751,sunny
752,sunny
753,sunny
754,sunny
755,sunny
756,sunny
757,sunny
758,sunny
759,sunny
760,cloudy
761,cloudy
762,cloudy
763,cloudy
764,cloudy
765,cloudy
766,cloudy
767,cloudy
768,cloudy
769,cloudy
770,cloudy
771,cloudy
772,cloudy
773,cloudy
774,cloudy
775,cloudy
776,cloudy
777,cloudy
778,cloudy
779,cloudy
780,cloudy
781,cloudy
782,cloudy
783,cloudy
784,cloudy
785,cloudy
786,cloudy
787,cloudy
788,cloudy
789,cloudy
790,cloudy
791,cloudy
792,cloudy
793,cloudy
794,cloudy
795,cloudy
796,cloudy
797,cloudy
798,cloudy
799,cloudy
800,cloudy
801,cloudy
802,cloudy
803,enhanced
804,sunny
805,cloudy
806,cloudy
807,cloudy
808,cloudy
809,cloudy
810,cloudy
811,cloudy
812,cloudy
813,cloudy
814,cloudy
815,cloudy
816,cloudy
